name,studentID,programmeCode,year,graduated,personID
Student 130,19980410-0129,10054,2016,FALSE,130
Student 131,19980617-0130,10033,2019,FALSE,131
Student 132,19970117-0131,10011,2020,FALSE,132
Student 133,19950225-0132,10012,2019,FALSE,133
Student 134,19961005-0133,10031,2016,FALSE,134
Student 135,19960809-0134,10001,2017,FALSE,135
Student 136,19990713-0135,10012,2019,FALSE,136
Student 137,19990626-0136,10074,2018,FALSE,137
Student 138,19980203-0137,10014,2016,FALSE,138
Student 139,19980720-0138,10042,2016,FALSE,139
Student 140,19951130-0139,10073,2018,FALSE,140
Student 141,19950317-0140,10013,2018,FALSE,141
Student 142,19980421-0141,10032,2016,FALSE,142
Student 143,19960406-0142,10072,2020,FALSE,143
Student 144,19950604-0143,10072,2021,FALSE,144
Student 145,19971113-0144,10071,2017,FALSE,145
Student 146,19980928-0145,10071,2021,FALSE,146
Student 147,19970619-0146,10072,2018,FALSE,147
Student 148,19980920-0147,10013,2019,FALSE,148
Student 149,19950818-0148,10061,2021,FALSE,149
Student 150,19980804-0149,10041,2019,FALSE,150
Student 151,19950331-0150,10073,2019,FALSE,151
Student 152,19960607-0151,10052,2019,FALSE,152
Student 153,19961024-0152,10072,2018,FALSE,153
Student 154,19961222-0153,10074,2017,FALSE,154
Student 155,19990226-0154,10052,2017,FALSE,155
Student 156,19980329-0155,10054,2017,FALSE,156
Student 157,19990116-0156,10074,2020,FALSE,157
Student 158,19980709-0157,10021,2018,FALSE,158
Student 159,19970510-0158,10033,2016,FALSE,159
Student 160,19951130-0159,10034,2020,FALSE,160
Student 161,19960901-0160,10012,2019,FALSE,161
Student 162,19960912-0161,10014,2018,FALSE,162
Student 163,19971106-0162,10042,2021,FALSE,163
Student 164,19990518-0163,10061,2017,FALSE,164
Student 165,19960523-0164,10034,2016,FALSE,165
Student 166,19980712-0165,10012,2021,FALSE,166
Student 167,19970524-0166,10032,2019,FALSE,167
Student 168,19990307-0167,10032,2021,FALSE,168
Student 169,19960221-0168,10054,2017,FALSE,169
Student 170,19970404-0169,10014,2021,FALSE,170
Student 171,19970318-0170,10031,2016,FALSE,171
Student 172,19950925-0171,10052,2017,FALSE,172
Student 173,19950427-0172,10073,2018,FALSE,173
Student 174,19970118-0173,10014,2020,FALSE,174
Student 175,19990708-0174,10072,2017,FALSE,175
Student 176,19960216-0175,10031,2020,FALSE,176
Student 177,19950913-0176,10052,2019,FALSE,177
Student 178,19970822-0177,10011,2021,FALSE,178
Student 179,19960224-0178,10074,2021,FALSE,179
Student 180,19950831-0179,10053,2016,FALSE,180
Student 181,19961009-0180,10071,2021,FALSE,181
Student 182,19950912-0181,10073,2016,FALSE,182
Student 183,19980926-0182,10041,2021,FALSE,183
Student 184,19950707-0183,10042,2020,FALSE,184
Student 185,19980628-0184,10041,2019,FALSE,185
Student 186,19950212-0185,10042,2016,FALSE,186
Student 187,19970907-0186,10071,2018,FALSE,187
Student 188,19980219-0187,10014,2017,FALSE,188
Student 189,19970601-0188,10041,2020,FALSE,189
Student 190,19980928-0189,10013,2018,FALSE,190
Student 191,19980617-0190,10072,2020,FALSE,191
Student 192,19990709-0191,10041,2017,FALSE,192
Student 193,19990624-0192,10052,2019,FALSE,193
Student 194,19951001-0193,10013,2016,FALSE,194
Student 195,19980906-0194,10041,2019,FALSE,195
Student 196,19980824-0195,10011,2018,FALSE,196
Student 197,19970416-0196,10033,2018,FALSE,197
Student 198,19970121-0197,10021,2021,FALSE,198
Student 199,19981018-0198,10042,2019,FALSE,199
Student 200,19990323-0199,10012,2017,FALSE,200
Student 1,19891205-0000,10012,2010,TRUE,201
Student 2,19880117-0001,10021,2010,TRUE,202
Student 3,19860309-0002,10021,2014,TRUE,203
Student 4,19850305-0003,10032,2015,TRUE,204
Student 5,19860211-0004,10042,2012,TRUE,205
Student 6,19880122-0005,10053,2014,TRUE,206
Student 7,19850603-0006,10041,2013,TRUE,207
Student 8,19860222-0007,10054,2014,TRUE,208
Student 9,19860330-0008,10012,2010,TRUE,209
Student 10,19861018-0009,10074,2012,TRUE,210
Student 11,19860829-0010,10074,2013,TRUE,211
Student 12,19850527-0011,10013,2012,TRUE,212
Student 13,19891217-0012,10051,2014,TRUE,213
Student 14,19870613-0013,10051,2010,TRUE,214
Student 15,19861017-0014,10011,2012,TRUE,215
Student 16,19860125-0015,10042,2011,TRUE,216
Student 17,19871102-0016,10014,2011,TRUE,217
Student 18,19870714-0017,10013,2012,TRUE,218
Student 19,19850426-0018,10071,2012,TRUE,219
Student 20,19870816-0019,10071,2011,TRUE,220
Student 21,19880404-0020,10074,2014,TRUE,221
Student 22,19860729-0021,10011,2010,TRUE,222
Student 23,19850205-0022,10053,2011,TRUE,223
Student 24,19891130-0023,10072,2014,TRUE,224
Student 25,19860208-0024,10073,2011,TRUE,225
Student 26,19851213-0025,10071,2014,TRUE,226
Student 27,19870624-0026,10072,2010,TRUE,227
Student 28,19870406-0027,10052,2011,TRUE,228
Student 29,19870512-0028,10052,2013,TRUE,229
Student 30,19890225-0029,10021,2010,TRUE,230
Student 31,19880205-0030,10042,2011,TRUE,231
Student 32,19870215-0031,10073,2015,TRUE,232
Student 33,19890513-0032,10021,2011,TRUE,233
Student 34,19881204-0033,10041,2014,TRUE,234
Student 35,19890416-0034,10051,2015,TRUE,235
Student 36,19891011-0035,10052,2013,TRUE,236
Student 37,19890927-0036,10051,2014,TRUE,237
Student 38,19870422-0037,10032,2013,TRUE,238
Student 39,19871023-0038,10034,2010,TRUE,239
Student 40,19881020-0039,10012,2015,TRUE,240
Student 41,19881216-0040,10014,2015,TRUE,241
Student 42,19870720-0041,10042,2015,TRUE,242
Student 43,19870421-0042,10033,2011,TRUE,243
Student 44,19880818-0043,10073,2012,TRUE,244
Student 45,19870414-0044,10011,2010,TRUE,245
Student 46,19880204-0045,10011,2014,TRUE,246
Student 47,19880807-0046,10041,2012,TRUE,247
Student 48,19890219-0047,10034,2013,TRUE,248
Student 49,19870412-0048,10012,2013,TRUE,249
Student 50,19860119-0049,10001,2014,TRUE,250
Student 51,19880522-0050,10012,2015,TRUE,251
Student 52,19851109-0051,10034,2013,TRUE,252
Student 53,19890611-0052,10031,2014,TRUE,253
Student 54,19860118-0053,10073,2010,TRUE,254
Student 55,19850504-0054,10053,2011,TRUE,255
Student 56,19890302-0055,10032,2010,TRUE,256
Student 57,19870427-0056,10073,2013,TRUE,257
Student 58,19861117-0057,10073,2014,TRUE,258
Student 59,19891109-0058,10041,2013,TRUE,259
Student 60,19890705-0059,10053,2015,TRUE,260
Student 61,19891221-0060,10033,2010,TRUE,261
Student 62,19860128-0061,10033,2014,TRUE,262
Student 63,19850704-0062,10021,2014,TRUE,263
Student 64,19860412-0063,10031,2012,TRUE,264
Student 65,19870918-0064,10042,2012,TRUE,265
Student 66,19880307-0065,10072,2015,TRUE,266
Student 67,19861216-0066,10031,2015,TRUE,267
Student 68,19850124-0067,10052,2015,TRUE,268
Student 69,19880118-0068,10051,2014,TRUE,269
Student 70,19870727-0069,10014,2013,TRUE,270
Student 71,19851126-0070,10032,2015,TRUE,271
Student 72,19861011-0071,10011,2010,TRUE,272
Student 73,19850522-0072,10001,2014,TRUE,273
Student 74,19871111-0073,10012,2010,TRUE,274
Student 75,19861115-0074,10073,2013,TRUE,275
Student 76,19890303-0075,10034,2010,TRUE,276
Student 77,19890622-0076,10021,2014,TRUE,277
Student 78,19850206-0077,10061,2014,TRUE,278
Student 79,19860516-0078,10071,2012,TRUE,279
Student 80,19891104-0079,10014,2012,TRUE,280
Student 81,19870128-0080,10021,2012,TRUE,281
Student 82,19850709-0081,10074,2011,TRUE,282
Student 83,19870507-0082,10012,2013,TRUE,283
Student 84,19870308-0083,10032,2014,TRUE,284
Student 85,19851112-0084,10053,2015,TRUE,285
Student 86,19861015-0085,10073,2013,TRUE,286
Student 87,19870304-0086,10071,2012,TRUE,287
Student 88,19870901-0087,10051,2011,TRUE,288
Student 89,19870813-0088,10042,2012,TRUE,289
Student 90,19871013-0089,10032,2013,TRUE,290
Student 91,19881120-0090,10072,2014,TRUE,291
Student 92,19870209-0091,10071,2014,TRUE,292
Student 93,19870921-0092,10051,2012,TRUE,293
Student 94,19890202-0093,10014,2014,TRUE,294
Student 95,19890106-0094,10011,2010,TRUE,295
Student 96,19870418-0095,10031,2011,TRUE,296
Student 97,19870304-0096,10011,2010,TRUE,297
Student 98,19860321-0097,10041,2015,TRUE,298
Student 99,19871019-0098,10071,2010,TRUE,299
Student 100,19871128-0099,10074,2012,TRUE,300
TA 31,19781125-0031,10052,2005,TRUE,301
TA 32,19750906-0032,10052,2000,TRUE,302
TA 33,19750705-0033,10014,2005,TRUE,303
TA 34,19761024-0034,10053,2000,TRUE,304
TA 35,19780602-0035,10053,2008,TRUE,305
TA 36,19750331-0036,10021,2004,TRUE,306
TA 37,19750220-0037,10041,2008,TRUE,307
TA 38,19790702-0038,10011,2014,TRUE,308
TA 39,19751018-0039,10061,2009,TRUE,309
TA 40,19771013-0040,10061,2005,TRUE,310
TA 41,19790708-0041,10021,2011,TRUE,311
TA 42,19770713-0042,10014,2005,TRUE,312
TA 43,19750512-0043,10074,2010,TRUE,313
TA 44,19761020-0044,10042,2008,TRUE,314
TA 45,19790717-0045,10053,2012,TRUE,315
TA 46,19760524-0046,10033,2005,TRUE,316
TA 47,19780815-0047,10061,2013,TRUE,317
TA 48,19790618-0048,10053,2002,TRUE,318
TA 49,19790426-0049,10034,2013,TRUE,319
TA 50,19760108-0050,10034,2005,TRUE,320
TA 51,19750417-0051,10053,2000,TRUE,321
TA 52,19780317-0052,10041,2013,TRUE,322
TA 53,19781217-0053,10052,2000,TRUE,323
TA 54,19781130-0054,10034,2014,TRUE,324
TA 55,19761009-0055,10011,2012,TRUE,325
TA 56,19750122-0056,10033,2012,TRUE,326
TA 57,19780424-0057,10041,2003,TRUE,327
TA 58,19770224-0058,10014,2013,TRUE,328
TA 59,19750102-0059,10041,2004,TRUE,329
TA 60,19750722-0060,10031,2000,TRUE,330
TA 61,19930508-0061,10051,2021,FALSE,331
TA 62,19931118-0062,10012,2016,FALSE,332
TA 63,19900520-0063,10074,2020,FALSE,333
TA 64,19900124-0064,10011,2016,FALSE,334
TA 65,19920122-0065,10021,2016,FALSE,335
TA 66,19931203-0066,10053,2016,FALSE,336
TA 67,19910421-0067,10032,2021,FALSE,337
TA 68,19910514-0068,10074,2017,FALSE,338
TA 69,19911116-0069,10042,2021,FALSE,339
TA 70,19920828-0070,10042,2019,FALSE,340
TA 71,19901029-0071,10033,2017,FALSE,341
TA 72,19920206-0072,10034,2018,FALSE,342
TA 73,19920602-0073,10041,2020,FALSE,343
TA 74,19900201-0074,10011,2016,FALSE,344
TA 75,19920226-0075,10021,2016,FALSE,345
TA 76,19900619-0076,10053,2016,FALSE,346
TA 77,19910122-0077,10052,2017,FALSE,347
TA 78,19910820-0078,10021,2017,FALSE,348
TA 79,19931212-0079,10042,2016,FALSE,349
TA 80,19900321-0080,10013,2020,FALSE,350
TA 81,19910206-0081,10014,2016,FALSE,351
TA 82,19930829-0082,10011,2017,FALSE,352
TA 83,19900317-0083,10054,2017,FALSE,353
TA 84,19910214-0084,10031,2021,FALSE,354
TA 85,19901002-0085,10031,2017,FALSE,355
TA 86,19930228-0086,10011,2016,FALSE,356
TA 87,19901108-0087,10051,2020,FALSE,357
TA 88,19920826-0088,10034,2021,FALSE,358
TA 89,19900426-0089,10053,2021,FALSE,359
TA 90,19900902-0090,10071,2021,FALSE,360
TA 91,19911025-0091,10051,2016,FALSE,361
TA 92,19910817-0092,10053,2019,FALSE,362
TA 93,19920504-0093,10014,2019,FALSE,363
TA 94,19921201-0094,10012,2019,FALSE,364
TA 95,19900128-0095,10031,2018,FALSE,365
TA 96,19910327-0096,10013,2021,FALSE,366
TA 97,19921208-0097,10071,2020,FALSE,367
TA 98,19920217-0098,10072,2020,FALSE,368
TA 99,19931231-0099,10053,2017,FALSE,369
TA 100,19930709-0100,10052,2021,FALSE,370
TA 101,19921218-0101,10053,2020,FALSE,371
TA 102,19910404-0102,10051,2019,FALSE,372
TA 103,19910403-0103,10042,2017,FALSE,373
TA 104,19900119-0104,10061,2021,FALSE,374
TA 105,19900307-0105,10032,2020,FALSE,375
TA 106,19930414-0106,10072,2018,FALSE,376
TA 107,19920316-0107,10041,2017,FALSE,377
TA 108,19921123-0108,10073,2016,FALSE,378
TA 109,19920917-0109,10033,2018,FALSE,379
TA 110,19930906-0110,10052,2016,FALSE,380
TA 111,19901026-0111,10051,2016,FALSE,381
TA 112,19900430-0112,10071,2016,FALSE,382
TA 113,19900701-0113,10033,2021,FALSE,383
TA 114,19900902-0114,10014,2020,FALSE,384
TA 115,19920505-0115,10032,2016,FALSE,385
TA 116,19900818-0116,10073,2019,FALSE,386
TA 117,19930512-0117,10052,2018,FALSE,387
TA 118,19931226-0118,10031,2020,FALSE,388
TA 119,19901011-0119,10074,2017,FALSE,389
TA 120,19921127-0120,10053,2016,FALSE,390
TA 121,19920320-0121,10013,2016,FALSE,391
TA 122,19910822-0122,10042,2020,FALSE,392
TA 123,19900909-0123,10012,2016,FALSE,393
TA 124,19900616-0124,10001,2017,FALSE,394
TA 125,19901219-0125,10014,2017,FALSE,395
TA 126,19900723-0126,10061,2021,FALSE,396
TA 127,19930616-0127,10041,2016,FALSE,397
TA 128,19910927-0128,10041,2021,FALSE,398
TA 129,19921002-0129,10031,2020,FALSE,399
TA 130,19900801-0130,10014,2018,FALSE,400
TA 131,19910403-0131,10052,2021,FALSE,401
TA 132,19930326-0132,10042,2017,FALSE,402
TA 133,19910101-0133,10014,2016,FALSE,403
TA 134,19900511-0134,10034,2016,FALSE,404
TA 135,19930302-0135,10031,2019,FALSE,405
TA 136,19910921-0136,10072,2020,FALSE,406
TA 137,19930919-0137,10001,2020,FALSE,407
TA 138,19900701-0138,10034,2019,FALSE,408
TA 139,19930221-0139,10052,2021,FALSE,409
TA 140,19900211-0140,10031,2018,FALSE,410
